"User ID","About Section","Skills to Teach","Skills to Learn","Skill Proficiency Level (Teach)","Skill Proficiency Level (Learn)","Average Rating (as Teacher)","Average Rating (as Learner)","Number of Reviews","Past Skill Swaps History","User Activity Score","Location","Preferred Learning Style","Preferred Teaching Style"
"U185","Craftsman specializing in glass blowing.","Glass Blowing (Beginner), Glass Sculpting","Lampworking, Neon Art","Expert, Advanced, Expert","Beginner, Intermediate",4.8,4.6,33,"(Glass Blowing, Lampworking)",89,"Murano, Italy","Hands-on, Artistic","Heat control, Form creation"
"U186","Travel blogger and sustainable travel advocate.","Sustainable Travel, Ecotourism Principles","Responsible Tourism, Carbon Offsetting (Travel)","Advanced, Expert","Beginner, Beginner",4.7,4.8,38,"(Sustainable Travel, Ecotourism)",91,"Reykjavik, Iceland","Ethical, Environmental","Impact assessment, Local engagement"
"U187","Web developer specializing in augmented reality (AR) for web.","AR.js, Three.js (AR), WebAR Development","3D Modeling (Blender for AR), Computer Vision (Basics)","Expert, Advanced, Expert","Beginner, Intermediate",4.9,4.7,50,"(AR.js, 3D Modeling)",99,"San Francisco, USA","Innovative, Visual","Spatial computing, User interaction"
"U188","Nutritionist and sports performance coach. I help athletes optimize their diet for endurance.","Endurance Sports Nutrition, Hydration Strategies","Race Day Nutrition, Recovery Nutrition (Endurance)","Expert, Advanced","Beginner, Intermediate",4.8,4.6,43,"(Endurance Sports Nutrition, Race Day Nutrition)",93,"Boulder, USA","Performance-focused, Scientific","Fueling strategies, Supplement guidance"
"U189","Illustrator and editorial illustrator. I create visuals for news and magazines.","Editorial Illustration (Digital), Infographics (Illustration)","Data Visualization (Artistic), Visual Storytelling (News)","Expert, Advanced","Beginner, Intermediate",4.9,4.8,48,"(Editorial Illustration, Infographics)",97,"New York, USA","Informative, Engaging","Concept development, Deadline management"
"U190","Financial advisor specializing in retirement planning for healthcare professionals.","Healthcare Professional Retirement, Physician Financial Planning","Student Loan Management (Medical), Practice Valuation","Expert, Advanced","Beginner, Intermediate",4.7,4.5,39,"(Healthcare Retirement, Student Loan Management)",90,"Boston, USA","Specialized, Comprehensive","Risk management, Tax planning"
"U191","Photographer focusing on concert and music festival photography.","Concert Photography, Music Festival Photography","Low Light Photography, Event Lighting (Photography)","Advanced, Expert","Beginner, Intermediate",4.8,4.7,42,"(Concert Photography, Low Light)",94,"Austin, USA","Dynamic, Energetic","Stage presence, Crowd capture"
"U192","Environmental scientist and urban ecologist.","Urban Ecology, Green Space Design","Biophilic Design, Community Gardens (Environmental)","Expert, Advanced","Beginner, Intermediate",4.9,4.8,44,"(Urban Ecology, Green Space Design)",96,"Vancouver, Canada","Interdisciplinary, Practical","Design principles, Community engagement"
"U193","Musician and music producer specializing in hip-hop production.","Hip-Hop Production, Beat Making (Software)","Sampling Techniques, Mixing & Mastering (Hip-Hop)","Expert, Advanced","Beginner, Intermediate",4.9,4.7,49,"(Hip-Hop Production, Sampling Techniques)",98,"Atlanta, USA","Rhythmic, Creative","Sound selection, Arrangement"
"U194","Writer and content strategist for e-commerce brands.","E-commerce Content Strategy, Product Descriptions (SEO)","Conversion Copywriting (E-commerce), Customer Journey Mapping","Expert, Advanced","Beginner, Intermediate",4.7,4.6,36,"(E-commerce Content, Conversion Copywriting)",91,"Los Angeles, USA","Sales-driven, User-centric","Product storytelling, A/B testing"
"U195","Fitness coach specializing in prenatal and postnatal fitness.","Pre-Natal Fitness (Advanced), Post-Natal Core Recovery","Pelvic Floor Dysfunction, Exercise for Pregnancy Complications","Expert, Advanced","Beginner, Intermediate",4.8,4.5,41,"(Pre-Natal Fitness, Pelvic Floor)",95,"London, UK","Specialized, Safe","Medical considerations, Client support"
"U196","Educator and STEM educator for middle school.","Middle School STEM, Robotics (Educational)","Coding for Kids (Python), Science Fair Mentoring","Expert, Advanced","Beginner, Intermediate",4.9,4.7,50,"(Middle School STEM, Robotics)",92,"Houston, USA","Engaging, Hands-on","Curriculum development, Project-based learning"
"U197","Craftsman specializing in traditional Japanese sword making (Katana).","Katana Forging, Blade Polishing (Traditional)","Tsuka Maki (Handle Wrapping), Saya Making (Scabbard)","Expert, Advanced, Expert","Beginner, Intermediate",4.8,4.6,34,"(Katana Forging, Tsuka Maki)",89,"Seki, Japan","Historical, Precision","Metallurgy, Traditional techniques"
"U198","Travel guide and cultural immersion specialist. I design authentic travel experiences.","Cultural Immersion Tours, Local Cuisine Experiences","Language Exchange (Travel), Traditional Crafts (Learning)","Advanced, Expert","Beginner, Beginner",4.7,4.8,39,"(Cultural Immersion, Local Cuisine)",91,"Mexico City, Mexico","Authentic, Experiential","Local connections, Storytelling"
"U199","Web developer specializing in AI-powered chatbots and conversational AI.","Chatbot Development (Dialogflow), Natural Language Processing (NLP)","Machine Learning for Chatbots, Voice User Interface (VUI) Design","Expert, Advanced, Expert","Beginner, Intermediate",4.9,4.7,51,"(Chatbot Development, NLP)",99,"San Francisco, USA","Conversational, Intelligent","Intent recognition, Entity extraction"
"U200","Nutritionist and holistic wellness coach. I integrate mind, body, and spirit for health.","Holistic Nutrition, Integrative Health Coaching","Energy Healing (Basics), Mindfulness (Nutrition)","Expert, Advanced","Beginner, Intermediate",4.8,4.6,44,"(Holistic Nutrition, Energy Healing)",93,"Sedona, USA","Mind-body, Spiritual","Personalized plans, Lifestyle integration"
"U201","Illustrator and surface pattern designer. I create patterns for textiles and products.","Surface Pattern Design, Adobe Illustrator (Patterns)","Textile Printing, Product Mockups (Digital)","Expert, Advanced","Beginner, Intermediate",4.9,4.8,49,"(Surface Pattern Design, Textile Printing)",97,"London, UK","Decorative, Commercial","Repeat patterns, Trend research"
"U202","Financial advisor specializing in sustainable and ethical investing for individuals.","Sustainable Investing (Personal), Ethical Funds","Divestment Strategies, Impact Measurement (Personal Finance)","Expert, Advanced","Beginner, Intermediate",4.7,4.5,40,"(Sustainable Investing, Divestment)",90,"Vancouver, Canada","Values-aligned, Responsible","Portfolio screening, Social impact"
"U203","Photographer focusing on pet and animal photography.","Pet Photography, Animal Portraiture","Wildlife Photography (Beginner), Studio Lighting (Animals)","Advanced, Expert","Beginner, Intermediate",4.8,4.7,43,"(Pet Photography, Wildlife Photography)",94,"Denver, USA","Patient, Animal-lover","Behavior understanding, Natural light"
"U204","Environmental scientist and climate policy analyst.","Climate Policy Analysis, Carbon Accounting","Renewable Energy Policy, Climate Resilience Planning","Expert, Advanced","Beginner, Intermediate",4.9,4.8,45,"(Climate Policy, Renewable Energy Policy)",96,"Brussels, Belgium","Regulatory, Strategic","Policy brief writing, Stakeholder engagement"
"U205","Musician and music producer specializing in pop music production.","Pop Music Production, Vocal Production (Pop)","Songwriting (Pop), Mixing (Pop)","Expert, Advanced","Beginner, Intermediate",4.9,4.7,50,"(Pop Music Production, Songwriting)",98,"Los Angeles, USA","Catchy, Commercial","Arrangement, Melody creation"
"U206","Writer and content strategist for healthcare industry.","Healthcare Content Marketing, Medical Writing","Patient Education Materials, SEO (Healthcare)","Expert, Advanced","Beginner, Intermediate",4.7,4.6,37,"(Healthcare Content, Patient Education)",91,"Boston, USA","Accurate, Empathetic","Regulatory compliance, Clear communication"
"U207","Fitness coach specializing in sports-specific training.","Basketball Training, Soccer Conditioning","Injury Prevention (Sports), Performance Nutrition (Sports)","Expert, Advanced","Beginner, Intermediate",4.8,4.5,42,"(Basketball Training, Injury Prevention)",95,"Los Angeles, USA","Athletic, Performance-driven","Skill drills, Strength building"
"U208","Educator and corporate trainer. I develop and deliver sales training programs.","Sales Training, Negotiation Skills (Sales)","Customer Relationship Management (CRM), Presentation Skills (Sales)","Expert, Advanced","Beginner, Intermediate",4.9,4.7,51,"(Sales Training, Negotiation Skills)",92,"New York, USA","Practical, Persuasive","Role-playing, Objection handling"
"U209","Craftsman specializing in traditional Japanese pottery (Kintsugi).","Kintsugi (Art of Repair), Ceramic Repair","Urushi Lacquer Repair, Gold Leaf Application","Expert, Advanced, Expert","Beginner, Intermediate",4.8,4.6,35,"(Kintsugi, Urushi Lacquer)",89,"Kyoto, Japan","Restorative, Patient","Delicate repair, Aesthetic appreciation"
"U210","Travel guide and culinary tour specialist. I lead food-focused travel experiences.","Culinary Tours, Local Food History","Cooking Classes (Regional), Wine Tasting (Beginner)","Advanced, Expert","Beginner, Beginner",4.7,4.8,40,"(Culinary Tours, Cooking Classes)",91,"Florence, Italy","Gastronomic, Experiential","Food pairings, Market visits"
